file,ACI,ADI,AEI,BIO,NDSI,RUGOSITY,MEAN_PSD,SPL,SNR,H,Hf,Ht,M,RMS,ROUGHNESS,NPEAKS,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,AR,label
LEEC02__0__20161129_054600_ma_c0_v0.wav,226.696223188138,0.856028,0.25996,4.39307239519504,0.775040437929049,0.0159193822610778,1.32996081022562e-10,-98.7616115614082,0.273847068368436,0.604431634536554,0.605339086667452,0.998500919317974,8.34384533290485e-12,0.0187313801410465,0.243776903385954,136,-72.4994375224788,-4.1920305398279,-9.91502685509845,3.86586494937678,5.41428962766329,-2.9477206875303,2.48556050447126,6.99354438423952,2.26155630687232,3.87073879155001,7.3917894875178,4.35202614541119,0.449175346542407,vire_chiv
LEEC02__0__20161129_072900_ma_c0_v0.wav,222.227591812582,0.697125,0.340025,3.47838958757371,0.812377526454518,0.0151029741452121,4.79264749555177e-11,-103.194245126662,0.219039373602624,0.501124369645623,0.501686457156978,0.998879603977071,8.19630819416887e-12,0.0185597227501203,0.244458735316109,122,-78.433911112524,-4.48953010556046,-3.88226105901731,3.7952455147011,5.07917059383101,-4.07737463747198,5.56306154667709,7.87033755600972,0.0773771991826367,4.54796731662266,9.12972045989814,2.79637509672459,0.60613047223745,vire_chiv
LEEC02__0__20161129_080100_ma_c0_v0.wav,221.437722376898,0.710346,0.3362665,3.54345328629299,0.728624289010719,0.0359797760348954,5.5518352358023e-11,-102.555634311057,0.261607450729914,0.597614802596125,0.598294559131535,0.998863843026758,8.27307626472167e-12,0.0186799989176311,0.245077883110379,127,-76.7225046439155,-7.1745761012366,0.343648715198895,-0.807805146405863,9.10189327022701,-7.21968889710068,9.05786328654371,4.20565298248397,2.65422129643135,3.6502042992339,8.70675148561801,2.3678471353548,0.605549377398387,vire_chiv
LEEC02__0__20161130_063100_ma_c0_v0.wav,221.724777513454,0.5564695,0.381394,2.19361351829456,0.437885627708548,0.0126818148194665,2.32912439807737e-11,-106.328073152627,0.210098661148056,0.459528431831865,0.459988923246208,0.998998907601746,8.16503625964097e-12,0.0185935503223988,0.244453958591351,130,-80.0698945513845,-3.45701549883046,-1.65036151094004,0.86260806771067,4.18113987224814,0.123798340419492,2.75778308112335,5.73462586647784,4.8577171843703,2.10755663887572,5.72030551789892,7.99159285180726,0.728506539274806,vire_chiv
LEEC02__0__20161202_050100_ma_c0_v0.wav,221.916544433479,0.7459715,0.324429,3.15026870073194,0.798695550070627,0.0664892538016034,1.36495435401928e-10,-98.6488187179466,0.283158759480644,0.690052516907601,0.691097758709714,0.99848756302717,8.36049420796856e-12,0.0188014021527372,0.245450521157308,130,-74.9684045649236,-9.05498695257866,2.72168143969717,-4.42837063466196,12.4016983422644,-7.19994889365985,5.61255746773937,5.39443242433029,5.92773962017296,0.0489653454117507,6.12942748726175,10.2744742615804,0.443824888401598,vire_chiv
LEEC02__0__20161202_080100_ma_c0_v0.wav,219.018852587223,1.0327315,0.1883675,3.01546202421511,0.895510005291364,0.032330815371737,8.61376508980614e-11,-100.648069762688,0.238617389078553,0.633100321305292,0.633914021094368,0.998716387771844,8.24922304706823e-12,0.0185519488316013,0.245455597937322,115,-73.6215719343251,-9.80447065614421,-1.37261330430532,8.1466859345278,-3.77431690038593,2.57891208631218,4.72661222783267,5.01997308570479,1.47545606734345,6.73799523721325,5.17684931271129,4.13689927793168,0.510672723001018,vire_chiv
LEEC02__0__20161207_051400_ma_c0_v0.wav,222.388720538738,0.682448,0.349961,3.73245571987698,0.734130977216589,0.0118957127728235,3.21018582973354e-11,-104.934698266319,0.229652399306555,0.466270231993289,0.46675212636907,0.998967558263678,8.14750126471683e-12,0.018544034640088,0.243393878391516,130,-80.2656967460088,-3.52074372255652,-1.60524742774087,2.62817120704812,4.6781202664598,-1.31000752548765,2.86431677761446,6.70233286875093,3.7707858720929,3.33716860624418,3.57113889720887,8.8497694548496,0.677907432062025,vire_chiv
LEEC02__0__20161209_063100_ma_c0_v0.wav,227.192343723276,0.82422,0.2948235,2.38822637067513,0.973674346803154,0.0318519147235302,2.82210457333988e-10,-95.4942689746225,0.101454210106629,0.515858045419634,0.516944190432377,0.997898912430305,8.28629353890824e-12,0.0190482822633852,0.246981137620002,121,-78.0043941028724,-5.29978969441492,-3.8629526502269,5.4847044123974,3.22767880159092,-3.32062277890004,6.05363018716326,8.60091648677035,-0.691239351135382,2.19730590003832,12.1907523284186,2.60179716015214,0.314355861852925,vire_chiv
LEEC02__0__20161210_055900_ma_c0_v0.wav,222.056857733827,0.6107715,0.366022,2.91767914760977,0.747516346000371,0.0171679714914776,3.54291155158917e-11,-104.506396896471,0.22750576115533,0.49066731969489,0.491195778702072,0.998924137726554,8.20993303918212e-12,0.0186133556487995,0.245503742336907,136,-78.7639502539171,-4.9397538025515,-3.14987515654529,3.92284312836483,2.9379834120026,-1.95342021632879,6.37068444038968,6.18837782197478,0.58090556289249,5.28086648825132,8.87013378010446,3.12779329201491,0.648309186310596,vire_chiv
LEEC02__0__20161210_071600_ma_c0_v0.wav,222.377203513121,0.826759,0.297198,2.75322692607945,0.869966220411923,0.0317961656613585,8.52439764700166e-11,-100.693362994704,0.187704054998087,0.595467731437682,0.596221332780248,0.998736037606954,8.24236992195863e-12,0.0187031520988588,0.245658993676012,121,-76.6659191708352,-7.84129035040471,0.623307498413823,0.393203270998529,5.40441388488625,-4.81982297120215,10.841719640782,1.31095916458415,3.43459098244355,5.02134974060341,7.93124656643359,2.9998976648228,0.515838358524552,vire_chiv
LEEC02__0__20170108_050100_aa_c0_v0.wav,223.874008757218,0.597095,0.369618,2.37593883643413,0.60653592873907,0.0149746290637049,2.45125656822885e-11,-106.106112296151,0.268193028395981,0.47671787840435,0.47719757050825,0.998994772535432,8.18321526704462e-12,0.0185685078227156,0.244708706709637,123,-79.4810064715884,-4.70938404055382,-2.49272141635111,2.35465546598426,3.61511866444827,-0.466466478207008,4.71851729105574,6.48020565196378,1.65626366345164,4.85898729547682,8.37689196935017,4.36174213684696,0.729273239877829,vire_chiv
LEEC02__0__20170121_051400_aa_c0_v0.wav,220.447144762297,0.676968,0.351091,3.53742038171091,0.963547246718696,0.0288422081222268,2.00914921438001e-10,-96.9698780811217,0.16043923445015,0.552620818204293,0.55360948685351,0.998214140702617,8.358663123886e-12,0.0188556244033835,0.24693310309237,132,-76.8895657637619,-6.9448905411486,-6.7746624085594,5.80484298909158,6.19603349740091,-4.63238718727843,5.55260592018443,10.97374520922,-1.09895970476466,3.22463866981947,13.0591447634775,3.52675139100382,0.375714621348579,vire_chiv
LEEC03__0__20161028_063100_ma_c0_v0.wav,222.437468518952,0.286741,0.4251355,2.6212880642113,0.605563195448745,0.0101179034725288,1.32392659299631e-11,-108.781360943075,0.0682664135790305,0.354143446378144,0.354499779340197,0.998994828818467,6.71935523096653e-12,0.0152526702504588,0.226818230633213,130,-91.9077514034715,-6.11217831956864,2.88204159252195,1.46380870574861,8.33265330507922,3.95630729940298,1.68850296103984,8.97129848604229,1.71783636212671,4.40251028297993,5.57651311926985,11.4247954374188,0.47689404025374,vire_chiv
LEEC03__0__20161029_071600_ma_c0_v0.wav,221.330677723387,0,0.45,1.797183227521,0.406156060323434,0.00878967490816862,2.98277609249499e-11,-105.253793465185,0.0754399910514918,0.366716779127262,0.367137200003854,0.998854867127093,6.82895956355289e-12,0.0154037922304865,0.226931242575054,127,-90.8088631839774,-3.66191943973953,6.95019390372277,2.79210871772539,6.30180232097608,3.4859429457047,2.83762136130452,4.66709191347255,0.795479796070965,7.25042301488503,1.30239933937861,8.82365738665198,0.398847208082074,vire_chiv
